StopName_A,StopName_B,Location_A,Location_B,StopID_A,StopID_B,Route_A,Route_B,RouteColor_A,RouteColor_B
Deák Ferenc tér,Deák Ferenc tér,"(47.497413, 19.055158)","(47.497593, 19.053857)",007884,F00961,47,M2,FFD800,E41F18
Deák Ferenc tér,Deák Ferenc tér,"(47.497413, 19.055158)","(47.498843, 19.053605)",007884,F00960,47,M2,FFD800,E41F18
Deák Ferenc tér,Deák Ferenc tér,"(47.497413, 19.055158)","(47.49772, 19.05367)",007884,F00962,47,M1,FFD800,FFD800
Deák Ferenc tér,Deák Ferenc tér,"(47.497413, 19.055158)","(47.497728, 19.054142)",007884,F00963,47,M1,FFD800,FFD800
Deák Ferenc tér,Deák Ferenc tér,"(47.497413, 19.055158)","(47.49744, 19.055729)",007884,009309,47,934,FFD800,000000
Deák Ferenc tér,Deák Ferenc tér,"(47.497413, 19.055158)","(47.49744, 19.055729)",007884,009309,47,914,FFD800,000000
Deák Ferenc tér,Deák Ferenc tér,"(47.497413, 19.055158)","(47.49744, 19.055729)",007884,009309,47,914A,FFD800,000000
Deák Ferenc tér,Deák Ferenc tér,"(47.497413, 19.055158)","(47.49744, 19.055729)",007884,009309,47,9,FFD800,009EE3
Deák Ferenc tér,Deák Ferenc tér,"(47.497413, 19.055158)","(47.49744, 19.055729)",007884,009309,47,909,FFD800,000000
Deák Ferenc tér,Deák Ferenc tér,"(47.497413, 19.055158)","(47.49744, 19.055729)",007884,009309,47,72M,FFD800,E41F18
Deák Ferenc tér,Deák Ferenc tér,"(47.497413, 19.055158)","(47.498744, 19.054959)",007884,074959,47,M3,FFD800,009EE3
Deák Ferenc tér,Deák Ferenc tér,"(47.497413, 19.055158)","(47.49744, 19.055729)",007884,009309,47,950,FFD800,000000
Deák Ferenc tér,Deák Ferenc tér,"(47.497413, 19.055158)","(47.49744, 19.055729)",007884,009309,47,950A,FFD800,000000
Deák Ferenc tér,Deák Ferenc tér,"(47.497413, 19.055158)","(47.49744, 19.055729)",007884,009309,47,979A,FFD800,000000
Deák Ferenc tér,Deák Ferenc tér,"(47.497413, 19.055158)","(47.49744, 19.055729)",007884,009309,47,979,FFD800,000000
Deák Ferenc tér,Deák Ferenc tér,"(47.497413, 19.055158)","(47.49744, 19.055729)",007884,009309,47,931,FFD800,000000
Kálvin tér,Kálvin tér,"(47.489461, 19.061486)","(47.490541, 19.061858)",F01006,F01010,47,934,FFD800,000000
Kálvin tér,Kálvin tér,"(47.489461, 19.061486)","(47.490541, 19.061858)",F01006,F01010,47,914,FFD800,000000
Kálvin tér,Kálvin tér,"(47.489461, 19.061486)","(47.490541, 19.061858)",F01006,F01010,47,914A,FFD800,000000
Kálvin tér,Kálvin tér,"(47.489461, 19.061486)","(47.490541, 19.061858)",F01006,F01010,47,9,FFD800,009EE3
Kálvin tér,Kálvin tér,"(47.489461, 19.061486)","(47.490541, 19.061858)",F01006,F01010,47,909,FFD800,000000
Kálvin tér,Kálvin tér,"(47.489461, 19.061486)","(47.490541, 19.061858)",F01006,F01010,47,72M,FFD800,E41F18
Kálvin tér,Kálvin tér,"(47.489461, 19.061486)","(47.49017, 19.06064)",F01006,F01289,47,M3,FFD800,005CA5
Kálvin tér,Kálvin tér,"(47.489461, 19.061486)","(47.48949, 19.06192)",F01006,F01290,47,M3,FFD800,005CA5
Kálvin tér,Kálvin tér,"(47.489461, 19.061486)","(47.490541, 19.061858)",F01006,F01010,47,M3,FFD800,009EE3
Kálvin tér,Kálvin tér,"(47.489461, 19.061486)","(47.490541, 19.061858)",F01006,F01010,47,950,FFD800,000000
Kálvin tér,Kálvin tér,"(47.489461, 19.061486)","(47.490541, 19.061858)",F01006,F01010,47,950A,FFD800,000000
Kálvin tér,Kálvin tér,"(47.489461, 19.061486)","(47.490541, 19.061858)",F01006,F01010,47,979A,FFD800,000000
Kálvin tér,Kálvin tér,"(47.489461, 19.061486)","(47.490541, 19.061858)",F01006,F01010,47,979,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494825, 19.062457)",F01013,F01019,47,M2,FFD800,E41F18
Astoria,Astoria,"(47.49412, 19.060147)","(47.494594, 19.060933)",F01013,F01018,47,M2,FFD800,E41F18
Astoria,Astoria,"(47.49412, 19.060147)","(47.494165, 19.06024)",F01013,F01015,47,934,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494408, 19.060983)",F01013,F01016,47,916,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494606, 19.060718)",F01013,F01017,47,916,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494606, 19.060718)",F01013,F01017,47,908,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494408, 19.060983)",F01013,F01016,47,908,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494165, 19.06024)",F01013,F01015,47,914,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494606, 19.060718)",F01013,F01017,47,956,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494408, 19.060983)",F01013,F01016,47,956,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494165, 19.06024)",F01013,F01015,47,914A,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494408, 19.060983)",F01013,F01016,47,8E,FFD800,009EE3
Astoria,Astoria,"(47.49412, 19.060147)","(47.494606, 19.060718)",F01013,F01017,47,8E,FFD800,009EE3
Astoria,Astoria,"(47.49412, 19.060147)","(47.494606, 19.060718)",F01013,F01017,47,5,FFD800,009EE3
Astoria,Astoria,"(47.49412, 19.060147)","(47.494408, 19.060983)",F01013,F01016,47,5,FFD800,009EE3
Astoria,Astoria,"(47.49412, 19.060147)","(47.494165, 19.06024)",F01013,F01015,47,909,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494606, 19.060718)",F01013,F01017,47,990,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494408, 19.060983)",F01013,F01016,47,990,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494408, 19.060983)",F01013,F01016,47,7,FFD800,009EE3
Astoria,Astoria,"(47.49412, 19.060147)","(47.494606, 19.060718)",F01013,F01017,47,7,FFD800,009EE3
Astoria,Astoria,"(47.49412, 19.060147)","(47.494165, 19.06024)",F01013,F01015,47,M3,FFD800,009EE3
Astoria,Astoria,"(47.49412, 19.060147)","(47.494165, 19.06024)",F01013,F01015,47,950,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494165, 19.06024)",F01013,F01015,47,950A,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494165, 19.06024)",F01013,F01015,47,979A,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494165, 19.06024)",F01013,F01015,47,979,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494408, 19.060983)",F01013,F01016,47,907,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494408, 19.060983)",F01013,F01016,47,907A,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494606, 19.060718)",F01013,F01017,47,907,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494408, 19.060983)",F01013,F01016,47,931A,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494606, 19.060718)",F01013,F01017,47,931,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494408, 19.060983)",F01013,F01016,47,931,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494408, 19.060983)",F01013,F01016,47,973,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494606, 19.060718)",F01013,F01017,47,973,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494408, 19.060983)",F01013,F01016,47,973A,FFD800,000000
Astoria,Astoria,"(47.49412, 19.060147)","(47.494606, 19.060718)",F01013,F01017,47,973A,FFD800,000000
Hauszmann Alajos utca,Hauszmann Alajos utca,"(47.467039, 19.043919)","(47.467345, 19.043933)",F02003,F02004,47,48,FFD800,FFD800
Hauszmann Alajos utca,Hauszmann Alajos utca,"(47.467039, 19.043919)","(47.467345, 19.043933)",F02003,F02004,47,56,FFD800,FFD800
Hauszmann Alajos utca,Hauszmann Alajos utca,"(47.467039, 19.043919)","(47.467615, 19.044291)",F02003,F02005,47,973,FFD800,000000
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.477248, 19.047328)","(47.477374, 19.046161)",F02194,F02202,47,49,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.477248, 19.047328)","(47.477491, 19.046864)",F02194,F02203,47,49,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.477248, 19.047328)","(47.477491, 19.046864)",F02194,F02203,47,48,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.477248, 19.047328)","(47.477374, 19.046161)",F02194,F02202,47,48,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.477248, 19.047328)","(47.478111, 19.045272)",F02194,F02198,47,908,FFD800,000000
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.477248, 19.047328)","(47.478057, 19.04571)",F02194,F02196,47,941,FFD800,000000
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.477248, 19.047328)","(47.477815, 19.046253)",F02194,F02200,47,61,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.477248, 19.047328)","(47.478074, 19.044899)",F02194,F02197,47,61,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.477248, 19.047328)","(47.477374, 19.046161)",F02194,F02202,47,56,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.477248, 19.047328)","(47.477491, 19.046864)",F02194,F02203,47,56,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.477248, 19.047328)","(47.477374, 19.046161)",F02194,F02202,47,56A,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.477248, 19.047328)","(47.477491, 19.046864)",F02194,F02203,47,7,FFD800,009EE3
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.477248, 19.047328)","(47.477374, 19.046161)",F02194,F02202,47,7,FFD800,009EE3
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.477248, 19.047328)","(47.478057, 19.04571)",F02194,F02196,47,940,FFD800,000000
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.477248, 19.047328)","(47.478057, 19.04571)",F02194,F02196,47,972B,FFD800,000000
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.477248, 19.047328)","(47.478057, 19.04571)",F02194,F02196,47,972,FFD800,000000
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.477248, 19.047328)","(47.477725, 19.046267)",F02194,F02199,47,960,FFD800,000000
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.477248, 19.047328)","(47.47777, 19.045935)",F02194,F02201,47,960,FFD800,000000
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.477248, 19.047328)","(47.477374, 19.046161)",F02194,F02202,47,56B,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.477248, 19.047328)","(47.477491, 19.046864)",F02194,F02203,47,56B,FFD800,FFD800
Leányka utcai lakótelep,Leányka utcai lakótelep,"(47.432501, 19.037282)","(47.433121, 19.036857)",F04382,F04383,47,973,FFD800,000000
Leányka utcai lakótelep,Leányka utcai lakótelep,"(47.432501, 19.037282)","(47.433121, 19.036857)",F04382,F04383,47,973A,FFD800,000000
Szent Gellért tér - Műegyetem,Szent Gellért tér - Műegyetem,"(47.483337, 19.053086)","(47.483616, 19.053537)",008590,008591,47,49,FFD800,FFD800
Szent Gellért tér - Műegyetem,Szent Gellért tér - Műegyetem,"(47.483337, 19.053086)","(47.483616, 19.053537)",008590,008591,47,48,FFD800,FFD800
Szent Gellért tér - Műegyetem,Szent Gellért tér - Műegyetem,"(47.483337, 19.053086)","(47.483616, 19.053537)",008590,008591,47,N19,FFD800,FF9900
Szent Gellért tér - Műegyetem,Szent Gellért tér - Műegyetem,"(47.483337, 19.053086)","(47.483616, 19.053537)",008590,008591,47,56A,FFD800,FFD800
Szent Gellért tér - Műegyetem,Szent Gellért tér - Műegyetem,"(47.483337, 19.053086)","(47.483616, 19.053537)",008590,008591,47,56,FFD800,FFD800
Szent Gellért tér - Műegyetem,Szent Gellért tér - Műegyetem,"(47.483337, 19.053086)","(47.483616, 19.053537)",008590,008591,47,56B,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477374, 19.046161)",008593,F02202,47,49,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477491, 19.046864)",008593,F02203,47,49,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477248, 19.047328)",008593,F02194,47,48,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477491, 19.046864)",008593,F02203,47,48,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477374, 19.046161)",008593,F02202,47,48,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477499, 19.048349)",008593,009220,47,6,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.47731, 19.047645)",008593,056222,47,M4,FFD800,4CA22F
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477779, 19.047938)",008593,F02192,47,908,FFD800,000000
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.478111, 19.045272)",008593,F02198,47,908,FFD800,000000
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.47696, 19.049782)",008593,F02150,47,58,FFD800,009EE3
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.478057, 19.04571)",008593,F02196,47,941,FFD800,000000
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477779, 19.047938)",008593,F02192,47,941,FFD800,000000
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477815, 19.046253)",008593,F02200,47,61,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477248, 19.047328)",008593,F02194,47,56A,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477248, 19.047328)",008593,F02194,47,61,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.478074, 19.044899)",008593,F02197,47,61,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477248, 19.047328)",008593,F02194,47,56,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477374, 19.046161)",008593,F02202,47,56,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477491, 19.046864)",008593,F02203,47,56,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477374, 19.046161)",008593,F02202,47,56A,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477491, 19.046864)",008593,F02203,47,7,FFD800,009EE3
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477374, 19.046161)",008593,F02202,47,7,FFD800,009EE3
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477554, 19.04636)",008593,F02193,47,918,FFD800,000000
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477527, 19.048628)",008593,011319,47,6,FFD800,009EE3
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.478057, 19.04571)",008593,F02196,47,940,FFD800,000000
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477779, 19.047938)",008593,F02192,47,940,FFD800,000000
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.478057, 19.04571)",008593,F02196,47,972B,FFD800,000000
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477779, 19.047938)",008593,F02192,47,972,FFD800,000000
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.478057, 19.04571)",008593,F02196,47,972,FFD800,000000
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477725, 19.046267)",008593,F02199,47,960,FFD800,000000
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.47777, 19.045935)",008593,F02201,47,960,FFD800,000000
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477779, 19.047938)",008593,F02192,47,907,FFD800,000000
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477554, 19.04636)",008593,F02193,47,907,FFD800,000000
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477374, 19.046161)",008593,F02202,47,56B,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477491, 19.046864)",008593,F02203,47,56B,FFD800,FFD800
Móricz Zsigmond körtér,Móricz Zsigmond körtér,"(47.476836, 19.047188)","(47.477779, 19.047938)",008593,F02192,47,973,FFD800,000000
Fővám tér,Fővám tér,"(47.486916, 19.05724)","(47.487186, 19.05781)",F00921,F00922,47,49,FFD800,FFD800
Fővám tér,Fővám tér,"(47.486916, 19.05724)","(47.487186, 19.05781)",F00921,F00922,47,48,FFD800,FFD800
Fővám tér,Fővám tér,"(47.486916, 19.05724)","(47.486952, 19.057611)",F00921,F00923,47,934,FFD800,000000
Fővám tér,Fővám tér,"(47.486916, 19.05724)","(47.487186, 19.05781)",F00921,F00922,47,N19,FFD800,FF9900
Fővám tér,Fővám tér,"(47.486916, 19.05724)","(47.486952, 19.057611)",F00921,F00923,47,83M,FFD800,E41F18
Fővám tér,Fővám tér,"(47.486916, 19.05724)","(47.486952, 19.057611)",F00921,F00923,47,979A,FFD800,000000
Fővám tér,Fővám tér,"(47.486916, 19.05724)","(47.486952, 19.057611)",F00921,F00923,47,979,FFD800,000000
Kálvin tér,Kálvin tér,"(47.489219, 19.061248)","(47.489461, 19.061486)",F01005,F01006,47,49,FFD800,FFD800
Kálvin tér,Kálvin tér,"(47.489219, 19.061248)","(47.489461, 19.061486)",F01005,F01006,47,48,FFD800,FFD800
Kálvin tér,Kálvin tér,"(47.489219, 19.061248)","(47.490541, 19.061858)",F01005,F01010,47,934,FFD800,000000
Kálvin tér,Kálvin tér,"(47.489219, 19.061248)","(47.490541, 19.061858)",F01005,F01010,47,914,FFD800,000000
Kálvin tér,Kálvin tér,"(47.489219, 19.061248)","(47.489461, 19.061486)",F01005,F01006,47,N19,FFD800,FF9900
Kálvin tér,Kálvin tér,"(47.489219, 19.061248)","(47.490541, 19.061858)",F01005,F01010,47,914A,FFD800,000000
Kálvin tér,Kálvin tér,"(47.489219, 19.061248)","(47.490541, 19.061858)",F01005,F01010,47,9,FFD800,009EE3
Kálvin tér,Kálvin tér,"(47.489219, 19.061248)","(47.490541, 19.061858)",F01005,F01010,47,909,FFD800,000000
Kálvin tér,Kálvin tér,"(47.489219, 19.061248)","(47.490541, 19.061858)",F01005,F01010,47,72M,FFD800,E41F18
Kálvin tér,Kálvin tér,"(47.489219, 19.061248)","(47.49017, 19.06064)",F01005,F01289,47,M3,FFD800,005CA5
Kálvin tér,Kálvin tér,"(47.489219, 19.061248)","(47.48949, 19.06192)",F01005,F01290,47,M3,FFD800,005CA5
Kálvin tér,Kálvin tér,"(47.489219, 19.061248)","(47.490541, 19.061858)",F01005,F01010,47,M3,FFD800,009EE3
Kálvin tér,Kálvin tér,"(47.489219, 19.061248)","(47.490541, 19.061858)",F01005,F01010,47,950,FFD800,000000
Kálvin tér,Kálvin tér,"(47.489219, 19.061248)","(47.490541, 19.061858)",F01005,F01010,47,950A,FFD800,000000
Kálvin tér,Kálvin tér,"(47.489219, 19.061248)","(47.490541, 19.061858)",F01005,F01010,47,979A,FFD800,000000
Kálvin tér,Kálvin tér,"(47.489219, 19.061248)","(47.490541, 19.061858)",F01005,F01010,47,979,FFD800,000000
Astoria,Astoria,"(47.494561, 19.059696)","(47.494825, 19.062457)",F01012,F01019,47,M2,FFD800,E41F18
Astoria,Astoria,"(47.494561, 19.059696)","(47.494594, 19.060933)",F01012,F01018,47,M2,FFD800,E41F18
Astoria,Astoria,"(47.494561, 19.059696)","(47.494606, 19.060718)",F01012,F01017,47,916,FFD800,000000
Astoria,Astoria,"(47.494561, 19.059696)","(47.494606, 19.060718)",F01012,F01017,47,908,FFD800,000000
Astoria,Astoria,"(47.494561, 19.059696)","(47.494606, 19.060718)",F01012,F01017,47,956,FFD800,000000
Astoria,Astoria,"(47.494561, 19.059696)","(47.494606, 19.060718)",F01012,F01017,47,8E,FFD800,009EE3
Astoria,Astoria,"(47.494561, 19.059696)","(47.494606, 19.060718)",F01012,F01017,47,5,FFD800,009EE3
Astoria,Astoria,"(47.494561, 19.059696)","(47.494606, 19.060718)",F01012,F01017,47,990,FFD800,000000
Astoria,Astoria,"(47.494561, 19.059696)","(47.494606, 19.060718)",F01012,F01017,47,7,FFD800,009EE3
Astoria,Astoria,"(47.494561, 19.059696)","(47.494606, 19.060718)",F01012,F01017,47,907,FFD800,000000
Astoria,Astoria,"(47.494561, 19.059696)","(47.494606, 19.060718)",F01012,F01017,47,931,FFD800,000000
Astoria,Astoria,"(47.494561, 19.059696)","(47.494606, 19.060718)",F01012,F01017,47,973,FFD800,000000
Astoria,Astoria,"(47.494561, 19.059696)","(47.494606, 19.060718)",F01012,F01017,47,973A,FFD800,000000
Budafoki elágazás,Budafoki elágazás,"(47.434785, 19.03642)","(47.43546, 19.036433)",F01904,F01905,47,56,FFD800,FFD800
Újbuda-központ,Újbuda-központ,"(47.474467, 19.046478)","(47.4748, 19.046664)",F01997,F01999,47,48,FFD800,FFD800
Újbuda-központ,Újbuda-központ,"(47.474467, 19.046478)","(47.4748, 19.046664)",F01997,F01999,47,56,FFD800,FFD800
Hauszmann Alajos utca,Hauszmann Alajos utca,"(47.467345, 19.043933)","(47.467615, 19.044291)",F02004,F02005,47,973,FFD800,000000
Albertfalva kitérő,Albertfalva kitérő,"(47.452172, 19.038418)","(47.452666, 19.038776)",F02016,F02017,47,48,FFD800,FFD800
Albertfalva kitérő,Albertfalva kitérő,"(47.452172, 19.038418)","(47.452666, 19.038776)",F02016,F02017,47,56,FFD800,FFD800
Fonyód utca,Fonyód utca,"(47.443483, 19.036709)","(47.443654, 19.037001)",F02025,F02026,47,973,FFD800,000000
Gárdonyi tér,Gárdonyi tér,"(47.479991, 19.051428)","(47.480522, 19.051932)",F02148,F02149,47,49,FFD800,FFD800
Gárdonyi tér,Gárdonyi tér,"(47.479991, 19.051428)","(47.480522, 19.051932)",F02148,F02149,47,48,FFD800,FFD800
Gárdonyi tér,Gárdonyi tér,"(47.479991, 19.051428)","(47.480522, 19.051932)",F02148,F02149,47,56A,FFD800,FFD800
Gárdonyi tér,Gárdonyi tér,"(47.479991, 19.051428)","(47.480522, 19.051932)",F02148,F02149,47,56,FFD800,FFD800
Gárdonyi tér,Gárdonyi tér,"(47.479991, 19.051428)","(47.480522, 19.051932)",F02148,F02149,47,7,FFD800,009EE3
Gárdonyi tér,Gárdonyi tér,"(47.479991, 19.051428)","(47.480522, 19.051932)",F02148,F02149,47,907,FFD800,000000
Gárdonyi tér,Gárdonyi tér,"(47.479991, 19.051428)","(47.480522, 19.051932)",F02148,F02149,47,56B,FFD800,FFD800
Gárdonyi tér,Gárdonyi tér,"(47.479991, 19.051428)","(47.480522, 19.051932)",F02148,F02149,47,973,FFD800,000000
Csonka János tér,Csonka János tér,"(47.469783, 19.044821)","(47.470259, 19.045087)",F02238,F02239,47,48,FFD800,FFD800
Csonka János tér,Csonka János tér,"(47.469783, 19.044821)","(47.470259, 19.045087)",F02238,F02239,47,56,FFD800,FFD800
Leányka utcai lakótelep,Leányka utcai lakótelep,"(47.432222, 19.037215)","(47.432411, 19.037454)",F04381,F04384,47,58,FFD800,009EE3
Leányka utcai lakótelep,Leányka utcai lakótelep,"(47.432222, 19.037215)","(47.432411, 19.037454)",F04381,F04384,47,941,FFD800,000000
Leányka utcai lakótelep,Leányka utcai lakótelep,"(47.432222, 19.037215)","(47.432501, 19.037282)",F04381,F04382,47,56,FFD800,FFD800
Leányka utcai lakótelep,Leányka utcai lakótelep,"(47.432222, 19.037215)","(47.432411, 19.037454)",F04381,F04384,47,973,FFD800,000000
Leányka utcai lakótelep,Leányka utcai lakótelep,"(47.432222, 19.037215)","(47.433121, 19.036857)",F04381,F04383,47,973,FFD800,000000
Leányka utcai lakótelep,Leányka utcai lakótelep,"(47.432222, 19.037215)","(47.433121, 19.036857)",F04381,F04383,47,973A,FFD800,000000
Városház tér,Városház tér,"(47.426349, 19.03951)","(47.4267, 19.039244)",F04404,F04406,47,58,FFD800,009EE3
Városház tér,Városház tér,"(47.426349, 19.03951)","(47.4267, 19.039244)",F04404,F04406,47,941,FFD800,000000
Városház tér,Városház tér,"(47.426349, 19.03951)","(47.427087, 19.039165)",F04404,F04405,47,56,FFD800,FFD800
Városház tér,Városház tér,"(47.426349, 19.03951)","(47.4267, 19.039244)",F04404,F04406,47,973,FFD800,000000
Karolina út,Karolina út,"(47.472838, 19.033676)","(47.473371, 19.035389)",F02046,F02048,47,58,FFD800,009EE3
Karolina út,Karolina út,"(47.472838, 19.033676)","(47.473371, 19.035389)",F02046,F02048,47,7,FFD800,009EE3
Karolina út,Karolina út,"(47.472838, 19.033676)","(47.473371, 19.035389)",F02046,F02048,47,918,FFD800,000000
Karolina út,Karolina út,"(47.472838, 19.033676)","(47.473371, 19.035389)",F02046,F02048,47,907,FFD800,000000
Csóka utca,Csóka utca,"(47.470698, 19.028585)","(47.470805, 19.029113)",F02042,F02043,47,918,FFD800,000000
Karolina út,Karolina út,"(47.472696, 19.033201)","(47.473371, 19.035389)",F02047,F02048,47,58,FFD800,009EE3
Karolina út,Karolina út,"(47.472696, 19.033201)","(47.473371, 19.035389)",F02047,F02048,47,7,FFD800,009EE3
Karolina út,Karolina út,"(47.472696, 19.033201)","(47.473371, 19.035389)",F02047,F02048,47,918,FFD800,000000
Karolina út,Karolina út,"(47.472696, 19.033201)","(47.473371, 19.035389)",F02047,F02048,47,907,FFD800,000000
Kosztolányi Dezső tér,Kosztolányi Dezső tér,"(47.47499, 19.039382)","(47.47517, 19.040178)",F02181,F02184,47,49,FFD800,FFD800
Kosztolányi Dezső tér,Kosztolányi Dezső tér,"(47.47499, 19.039382)","(47.47517, 19.040178)",F02181,F02184,47,48,FFD800,FFD800
Kosztolányi Dezső tér,Kosztolányi Dezső tér,"(47.47499, 19.039382)","(47.47517, 19.040178)",F02181,F02184,47,908,FFD800,000000
